Field,RA,DEC,u_MJD,J0378_MJD,J0395_MJD,J0410_MJD,J0430_MJD,g_MJD,J0515_MJD,r_MJD,J0660_MJD,i_MJD,J0861_MJD,z_MJD
MC0012,70.71,-64.57,57751.0,57752.0,57752.0,57752.0,57752.0,57751.0,57752.0,57751.0,57751.0,57751.0,57751.0,57751.0
MC0013,73.93,-64.57,57753.0,57754.0,57754.0,57754.0,57754.0,57753.0,57754.0,57753.0,57753.0,57753.0,57753.0,57753.0
MC0014,77.14,-64.57,57754.0,57759.0,57759.0,57759.0,57759.0,57754.0,57759.0,57754.0,57754.0,57754.0,57754.0,57754.0
MC0015,80.36,-64.57,57751.0,57752.0,57752.0,57752.0,57752.0,57751.0,57752.0,57751.0,57751.0,57751.0,57751.0,57751.0
MC0016,83.57,-64.57,57753.0,57751.0,57752.0,57752.0,57752.0,57751.0,57752.0,57751.0,57753.0,57751.0,57753.0,57753.0
MC0017,86.79,-64.57,58463.0,58463.0,58463.0,58463.0,58463.0,57749.0,57749.0,57749.0,57750.0,57749.0,57750.0,57750.0
MC0018,90.0,-64.57,57746.0,57747.0,57747.0,57747.0,57747.0,57746.0,57747.0,57746.0,57746.0,57746.0,57746.0,57746.0
MC0019,93.21,-64.57,57743.0,57744.0,57744.0,57744.0,57744.0,57743.0,57744.0,57743.0,57743.0,57743.0,57743.0,57743.0
MC0020,96.43,-64.57,57727.0,57740.0,57740.0,57740.0,57740.0,57727.0,57740.0,57727.0,57727.0,57727.0,57727.0,57727.0
MC0021,70.65,-65.86,57757.0,57759.0,57759.0,57759.0,57759.0,57757.0,57759.0,57757.0,57757.0,57757.0,57757.0,57757.0
MC0022,74.02,-65.86,57757.0,57760.0,57760.0,57760.0,57760.0,57757.0,57760.0,57757.0,57757.0,57757.0,57757.0,57757.0
MC0023,77.38,-65.86,57760.0,57761.0,57761.0,57761.0,57761.0,57760.0,57761.0,57760.0,57760.0,57760.0,57760.0,57760.0
MC0024,80.75,-65.86,57759.0,57755.0,57755.0,57755.0,57755.0,57755.0,57755.0,57755.0,57759.0,57755.0,57759.0,57759.0
MC0025,84.11,-65.86,57754.0,57754.0,57754.0,57754.0,57754.0,57754.0,57754.0,57754.0,57754.0,57754.0,57754.0,57754.0
MC0026,87.48,-65.86,57752.0,57753.0,57753.0,57753.0,57753.0,57752.0,57753.0,57752.0,57752.0,57752.0,57752.0,57752.0
MC0027,90.84,-65.86,58463.0,58463.0,58463.0,58463.0,58463.0,57749.0,57750.0,57749.0,57749.0,57749.0,57749.0,57749.0
MC0028,94.2,-65.86,58454.0,58454.0,58454.0,58454.0,58454.0,58454.0,58454.0,58454.0,58454.0,58454.0,58454.0,58454.0
MC0029,70.59,-67.15,57761.0,57762.0,57762.0,57762.0,57762.0,57761.0,57762.0,57761.0,57761.0,57761.0,57761.0,57761.0
MC0030,74.12,-67.15,57762.0,57764.0,57764.0,57764.0,57764.0,57762.0,57764.0,57762.0,57762.0,57762.0,57762.0,57762.0
MC0031,77.65,-67.15,58411.0,58411.0,58411.0,58411.0,58411.0,58411.0,58411.0,58411.0,58411.0,58411.0,58411.0,58411.0
MC0032,81.18,-67.15,57760.0,57761.0,57761.0,57761.0,57761.0,57760.0,57761.0,57760.0,57760.0,57760.0,57760.0,57760.0
MC0033,84.7,-67.15,57757.0,57759.0,57759.0,57759.0,57712.0,57757.0,57759.0,57757.0,57757.0,57757.0,57757.0,57757.0
MC0034,88.23,-67.15,57754.0,57757.0,57757.0,57757.0,57757.0,57754.0,57757.0,57754.0,57754.0,57754.0,57754.0,57754.0
MC0035,91.77,-67.15,57750.0,57753.0,57753.0,57753.0,57753.0,57750.0,57753.0,57750.0,57750.0,57750.0,57750.0,57750.0
MC0036,95.3,-67.15,57747.0,57749.0,57749.0,57749.0,57749.0,57747.0,57749.0,57747.0,57747.0,57747.0,57747.0,57747.0
MC0037,70.52,-68.43,58462.0,58462.0,58462.0,58462.0,58462.0,58462.0,58462.0,58462.0,58462.0,58462.0,58462.0,58462.0
MC0038,74.23,-68.43,58110.0,58110.0,58110.0,58110.0,58110.0,58110.0,58110.0,58110.0,58110.0,58110.0,58110.0,58110.0
MC0039,77.94,-68.43,58109.0,58109.0,58109.0,58109.0,58109.0,58109.0,58109.0,58109.0,58109.0,58109.0,58109.0,58109.0
MC0040,81.65,-68.43,58424.0,58424.0,58424.0,58424.0,58424.0,58424.0,58424.0,58424.0,58424.0,58424.0,58424.0,58424.0
MC0041,85.36,-68.43,57760.0,57771.0,57771.0,57771.0,57771.0,57760.0,57771.0,57760.0,57760.0,57760.0,57760.0,57760.0
MC0042,89.07,-68.43,57762.0,57757.0,57757.0,57757.0,57757.0,57757.0,57757.0,57757.0,57762.0,57757.0,57762.0,57762.0
MC0043,92.78,-68.43,57753.0,57755.0,57755.0,57755.0,57755.0,57753.0,57755.0,57753.0,57753.0,57753.0,57753.0,57753.0
MC0044,96.5,-68.43,57750.0,57752.0,57752.0,57752.0,57752.0,57750.0,57752.0,57750.0,57750.0,57750.0,57750.0,57750.0
MC0045,3.95,-69.71,58379.0,58379.0,58379.0,58379.0,58379.0,58379.0,58379.0,58379.0,58379.0,58379.0,58379.0,58379.0
MC0046,7.91,-69.71,58423.0,58423.0,58423.0,58423.0,58423.0,58423.0,58423.0,58423.0,58423.0,58423.0,58423.0,58423.0
MC0047,11.87,-69.71,58344.0,58344.0,58344.0,58344.0,58344.0,58344.0,58344.0,58344.0,58344.0,58344.0,58344.0,58344.0
MC0048,15.83,-69.71,58411.0,58411.0,58411.0,58411.0,58411.0,58411.0,58411.0,58411.0,58411.0,58411.0,58411.0,58411.0
MC0049,19.78,-69.71,57725.0,57727.0,57727.0,57727.0,57727.0,57725.0,57727.0,57725.0,57725.0,57725.0,57725.0,57725.0
MC0050,23.74,-69.71,57722.0,57728.0,57728.0,57728.0,57728.0,57722.0,57728.0,57722.0,57722.0,57722.0,57722.0,57722.0
MC0051,27.69,-69.71,58425.0,58425.0,58425.0,58425.0,58425.0,58425.0,58425.0,58425.0,58425.0,58425.0,58425.0,58425.0
MC0052,31.65,-69.71,57727.0,57728.0,57728.0,57728.0,57728.0,57727.0,57728.0,57727.0,57727.0,57727.0,57727.0,57727.0
MC0053,35.6,-69.71,58427.0,58427.0,58427.0,58427.0,58427.0,58427.0,58427.0,58427.0,58427.0,58427.0,58427.0,58427.0
MC0054,39.56,-69.71,58434.0,58434.0,58434.0,58434.0,58434.0,58434.0,58434.0,58434.0,58434.0,58434.0,58434.0,58434.0
MC0055,43.52,-69.71,58453.0,58453.0,58453.0,58453.0,58453.0,58453.0,58453.0,58453.0,58453.0,58453.0,58453.0,58453.0
MC0056,47.47,-69.71,58428.0,58428.0,58428.0,58428.0,58428.0,58428.0,58428.0,58428.0,58428.0,58428.0,58428.0,58428.0
MC0057,51.43,-69.71,58429.0,58429.0,58429.0,58429.0,58429.0,58429.0,58429.0,58429.0,58429.0,58429.0,58429.0,58429.0
MC0058,55.38,-69.71,58423.0,58423.0,58423.0,58423.0,58423.0,58423.0,58423.0,58423.0,58423.0,58423.0,58423.0,58423.0
MC0059,59.34,-69.71,58425.0,58425.0,58425.0,58425.0,58425.0,58425.0,58425.0,58425.0,58425.0,58425.0,58425.0,58425.0
MC0060,63.3,-69.71,58113.0,58113.0,58113.0,58113.0,58113.0,58113.0,58113.0,58113.0,58113.0,58113.0,58113.0,58113.0
MC0061,67.25,-69.71,58114.0,58114.0,58114.0,58114.0,58114.0,58114.0,58114.0,58114.0,58114.0,58114.0,58114.0,58114.0
MC0062,71.21,-69.71,58428.0,58428.0,58428.0,58428.0,58428.0,58428.0,58428.0,58428.0,58428.0,58428.0,58428.0,58428.0
MC0063,75.17,-69.71,58112.0,58112.0,58112.0,58112.0,58112.0,58112.0,58112.0,58112.0,58112.0,58112.0,58112.0,58112.0
MC0064,79.12,-69.71,58426.0,58426.0,58426.0,58426.0,58426.0,58426.0,58426.0,58426.0,58426.0,58426.0,58426.0,58426.0
MC0065,83.08,-69.71,58425.0,58425.0,58425.0,58425.0,58425.0,58425.0,58425.0,58425.0,58425.0,58425.0,58425.0,58425.0
MC0066,87.03,-69.71,58449.0,58449.0,58449.0,58449.0,58449.0,58449.0,58449.0,58449.0,58449.0,58449.0,58449.0,58449.0
MC0067,90.99,-69.71,57758.0,57758.0,57758.0,57758.0,57758.0,57758.0,57758.0,57758.0,57758.0,57758.0,57758.0,57758.0
MC0068,94.95,-69.71,58456.0,58456.0,58456.0,58456.0,58456.0,58456.0,58456.0,58456.0,58456.0,58456.0,58456.0,58456.0
MC0069,4.19,-70.97,58331.0,58331.0,58331.0,58331.0,58331.0,58331.0,58331.0,58331.0,58331.0,58331.0,58331.0,58331.0
MC0070,8.37,-70.97,58465.0,58465.0,58465.0,58465.0,58465.0,58465.0,58465.0,58465.0,58465.0,58465.0,58465.0,58465.0
MC0071,12.56,-70.97,58431.0,58431.0,58431.0,58431.0,58431.0,58431.0,58431.0,58431.0,58431.0,58431.0,58431.0,58431.0
MC0072,16.75,-70.97,58331.0,58331.0,58331.0,58331.0,58331.0,58331.0,58331.0,58331.0,58331.0,58331.0,58331.0,58331.0
MC0073,20.93,-70.97,58350.0,58350.0,58350.0,58350.0,58350.0,58350.0,58350.0,58350.0,58350.0,58350.0,58350.0,58350.0
MC0074,25.12,-70.97,58369.0,58369.0,58369.0,58369.0,58369.0,58369.0,58369.0,58369.0,58369.0,58369.0,58369.0,58369.0
MC0075,29.3,-70.97,58370.0,58370.0,58370.0,58370.0,58370.0,58370.0,58370.0,58370.0,58370.0,58370.0,58370.0,58370.0
MC0076,33.49,-70.97,58430.0,58430.0,58430.0,58430.0,58430.0,58430.0,58430.0,58430.0,58430.0,58430.0,58430.0,58430.0
MC0077,37.68,-70.97,58411.0,58411.0,58411.0,58411.0,58411.0,58411.0,58411.0,58411.0,58411.0,58411.0,58411.0,58411.0
MC0078,41.86,-70.97,58426.0,58426.0,58426.0,58426.0,58426.0,58426.0,58426.0,58426.0,58426.0,58426.0,58426.0,58426.0
MC0079,46.05,-70.97,58427.0,58427.0,58427.0,58427.0,58427.0,58427.0,58427.0,58427.0,58427.0,58427.0,58427.0,58427.0
MC0080,50.23,-70.97,58437.0,58437.0,58437.0,58437.0,58437.0,58437.0,58437.0,58437.0,58437.0,58437.0,58437.0,58437.0
MC0081,54.42,-70.97,58454.0,58454.0,58454.0,58454.0,58454.0,58454.0,58454.0,58454.0,58454.0,58454.0,58454.0,58454.0
MC0082,58.6,-70.97,58430.0,58430.0,58430.0,58430.0,58430.0,58430.0,58430.0,58430.0,58430.0,58430.0,58430.0,58430.0
MC0083,62.79,-70.97,58115.0,58115.0,58115.0,58115.0,58115.0,58115.0,58432.0,58115.0,58432.0,58115.0,58115.0,58115.0
MC0084,66.98,-70.97,58427.0,58427.0,58427.0,58427.0,58427.0,58427.0,58427.0,58427.0,58427.0,58427.0,58427.0,58427.0
MC0085,71.16,-70.97,58113.0,58113.0,58113.0,58113.0,58113.0,58113.0,58113.0,58113.0,58113.0,58113.0,58113.0,58113.0
MC0086,75.35,-70.97,58111.0,58111.0,58111.0,58111.0,58111.0,58111.0,58111.0,58111.0,58111.0,58111.0,58111.0,58111.0
MC0087,79.53,-70.97,57785.0,57786.0,57786.0,57786.0,57786.0,57785.0,57786.0,57785.0,57785.0,57785.0,57785.0,57785.0
MC0088,83.72,-70.97,57785.0,57786.0,57786.0,57786.0,57786.0,57785.0,57786.0,57785.0,57785.0,57785.0,57785.0,57785.0
MC0089,87.91,-70.97,58110.0,58110.0,58110.0,58110.0,58110.0,58110.0,58110.0,58110.0,58110.0,58110.0,58110.0,58110.0
MC0090,92.09,-70.97,57761.0,57760.0,57760.0,57760.0,57760.0,57760.0,57760.0,57760.0,57761.0,57760.0,57761.0,57761.0
MC0091,96.28,-70.97,57755.0,57757.0,57757.0,57757.0,57757.0,57755.0,57757.0,57755.0,57755.0,57755.0,57755.0,57755.0
MC0092,4.45,-72.22,58332.0,58332.0,58332.0,58332.0,58332.0,58332.0,58332.0,58332.0,58332.0,58332.0,58332.0,58332.0
MC0093,8.89,-72.22,58346.0,58346.0,58346.0,58346.0,58346.0,58346.0,58346.0,58346.0,58346.0,58346.0,58346.0,58346.0
MC0094,13.33,-72.22,58347.0,58347.0,58347.0,58347.0,58347.0,58347.0,58347.0,58347.0,58347.0,58347.0,58347.0,58347.0
MC0095,17.78,-72.22,58379.0,58379.0,58086.0,58086.0,58086.0,58086.0,58086.0,58086.0,58086.0,58086.0,58086.0,58086.0
MC0096,22.22,-72.22,58371.0,58371.0,58371.0,58371.0,58371.0,58371.0,58371.0,58371.0,58371.0,58371.0,58371.0,58371.0
MC0097,26.67,-72.22,58429.0,58429.0,58429.0,58429.0,58429.0,58429.0,58429.0,58429.0,58429.0,58429.0,58429.0,58429.0
MC0098,31.11,-72.22,58431.0,58431.0,58431.0,58431.0,58431.0,58431.0,58431.0,58431.0,58431.0,58431.0,58431.0,58431.0
MC0099,35.55,-72.22,58448.0,58448.0,58448.0,58448.0,58448.0,58448.0,58448.0,58448.0,58448.0,58448.0,58448.0,58448.0
MC0100,40.0,-72.22,58438.0,58438.0,58438.0,58438.0,58438.0,58438.0,58438.0,58438.0,58438.0,58438.0,58438.0,58438.0
MC0101,44.45,-72.22,58451.0,58451.0,58451.0,58451.0,58451.0,58451.0,58451.0,58451.0,58451.0,58451.0,58451.0,58451.0
MC0102,48.89,-72.22,58431.0,58431.0,58431.0,58431.0,58431.0,58431.0,58431.0,58431.0,58431.0,58431.0,58431.0,58431.0
MC0103,53.33,-72.22,58456.0,58456.0,58456.0,58456.0,58456.0,58456.0,58456.0,58456.0,58456.0,58456.0,58456.0,58456.0
MC0104,57.78,-72.22,58433.0,58433.0,58433.0,58433.0,58433.0,58455.0,58455.0,58455.0,58455.0,58455.0,58455.0,58455.0
MC0105,62.22,-72.22,58429.0,58429.0,58429.0,58429.0,58429.0,58429.0,58429.0,58429.0,58429.0,58429.0,58429.0,58429.0
MC0106,66.67,-72.22,58432.0,58432.0,58432.0,58432.0,58432.0,58432.0,58432.0,58432.0,58432.0,58432.0,58432.0,58432.0
MC0107,71.11,-72.22,58463.0,58463.0,58463.0,58463.0,58463.0,58463.0,58463.0,58463.0,58463.0,58463.0,58463.0,58463.0
MC0108,75.55,-72.22,58430.0,58430.0,58430.0,58430.0,58430.0,58430.0,58430.0,58430.0,58430.0,58430.0,58430.0,58430.0
MC0109,80.0,-72.22,57787.0,57789.0,57789.0,57789.0,57789.0,57787.0,57789.0,57787.0,57787.0,57787.0,57787.0,57787.0
MC0110,84.45,-72.22,57789.0,57790.0,57790.0,57790.0,57790.0,57789.0,57790.0,57789.0,57789.0,57789.0,57789.0,57789.0
MC0111,88.89,-72.22,57785.0,57787.0,57787.0,57787.0,57787.0,57785.0,57787.0,57785.0,57785.0,57785.0,57785.0,57785.0
MC0112,93.33,-72.22,57762.0,57784.0,57784.0,57784.0,57784.0,57762.0,57784.0,57762.0,57762.0,57762.0,57762.0,57762.0
MC0113,4.74,-73.46,58428.0,58428.0,58428.0,58428.0,58428.0,58428.0,58428.0,58428.0,58428.0,58428.0,58428.0,58428.0
MC0114,9.48,-73.46,58377.0,58377.0,58377.0,58377.0,58377.0,58377.0,58377.0,58377.0,58377.0,58377.0,58377.0,58377.0
MC0115,14.21,-73.46,58084.0,58084.0,58084.0,58084.0,58084.0,58084.0,58084.0,58084.0,58084.0,58084.0,58084.0,58084.0
MC0116,18.95,-73.46,58083.0,58083.0,58083.0,58083.0,58083.0,58083.0,58083.0,58083.0,58083.0,58083.0,58083.0,58083.0
MC0117,23.68,-73.46,58432.0,58432.0,58432.0,58432.0,58432.0,58432.0,58432.0,58432.0,58432.0,58432.0,58432.0,58432.0
MC0118,28.42,-73.46,58449.0,58449.0,58449.0,58449.0,58449.0,58449.0,58449.0,58449.0,58449.0,58449.0,58449.0,58449.0
MC0119,33.16,-73.46,58450.0,58450.0,58450.0,58450.0,58450.0,58450.0,58450.0,58450.0,58450.0,58450.0,58450.0,58450.0
MC0120,37.9,-73.46,58452.0,58452.0,58452.0,58452.0,58452.0,58452.0,58452.0,58452.0,58452.0,58452.0,58452.0,58452.0
MC0121,42.63,-73.46,58455.0,58455.0,58455.0,58455.0,58455.0,58455.0,58455.0,58455.0,58455.0,58455.0,58455.0,58455.0
MC0122,47.37,-73.46,58438.0,58438.0,58438.0,58438.0,58438.0,58438.0,58438.0,58438.0,58438.0,58438.0,58438.0,58438.0
MC0123,52.1,-73.46,58459.0,58459.0,58459.0,58459.0,58459.0,58459.0,58459.0,58459.0,58459.0,58459.0,58459.0,58459.0
MC0124,56.84,-73.46,58455.0,58455.0,58455.0,58455.0,58455.0,58455.0,58455.0,58455.0,58455.0,58455.0,58455.0,58455.0
MC0125,61.58,-73.46,58450.0,58450.0,58450.0,58450.0,58450.0,58450.0,58450.0,58450.0,58450.0,58450.0,58450.0,58450.0
MC0126,66.32,-73.46,58437.0,58437.0,58437.0,58437.0,58437.0,58437.0,58437.0,58437.0,58437.0,58437.0,58437.0,58437.0
MC0127,71.05,-73.46,58453.0,58453.0,58453.0,58453.0,58453.0,58453.0,58453.0,58453.0,58453.0,58453.0,58453.0,58453.0
MC0128,75.79,-73.46,58438.0,58438.0,58438.0,58438.0,58438.0,58438.0,58438.0,58438.0,58438.0,58438.0,58438.0,58438.0
MC0129,80.53,-73.46,58451.0,58451.0,58451.0,58451.0,58451.0,58451.0,58451.0,58451.0,58451.0,58451.0,58451.0,58451.0
MC0130,85.26,-73.46,58107.0,58885.0,58107.0,58107.0,58107.0,58107.0,58107.0,58107.0,58107.0,58107.0,58107.0,58107.0
MC0131,90.0,-73.46,57790.0,57798.0,57798.0,57798.0,57798.0,57790.0,57798.0,57790.0,57790.0,57790.0,57790.0,57790.0
MC0132,94.74,-73.46,57786.0,57787.0,57787.0,57787.0,57787.0,57786.0,57787.0,57786.0,57786.0,57786.0,57786.0,57786.0
MC0133,5.14,-74.69,58426.0,58426.0,58426.0,58426.0,58426.0,58426.0,58426.0,58426.0,58426.0,58426.0,58426.0,58426.0
MC0134,10.29,-74.69,58464.0,58464.0,58464.0,58464.0,58464.0,58464.0,58464.0,58464.0,58464.0,58464.0,58464.0,58464.0
MC0135,15.43,-74.69,58433.0,58433.0,58433.0,58433.0,58433.0,58433.0,58433.0,58433.0,58433.0,58433.0,58433.0,58433.0
MC0136,20.57,-74.69,58466.0,58466.0,58466.0,58466.0,58466.0,58466.0,58466.0,58466.0,58466.0,58466.0,58466.0,58466.0
MC0137,25.71,-74.69,58459.0,58459.0,58459.0,58459.0,58459.0,58459.0,58459.0,58459.0,58459.0,58459.0,58459.0,58459.0
MC0138,30.86,-74.69,58467.0,58467.0,58467.0,58467.0,58467.0,58467.0,58467.0,58467.0,58458.0,58467.0,58458.0,58458.0
MC0139,36.0,-74.69,58461.0,58461.0,58461.0,58461.0,58461.0,58461.0,58461.0,58461.0,58461.0,58461.0,58461.0,58461.0
MC0140,41.14,-74.69,58467.0,58467.0,58467.0,58467.0,58467.0,58467.0,58467.0,58467.0,58467.0,58467.0,58468.0,58467.0
MC0141,46.29,-74.69,58467.0,58467.0,58459.0,58467.0,58467.0,58459.0,58467.0,58459.0,58459.0,58459.0,58459.0,58459.0
MC0142,51.43,-74.69,58458.0,58458.0,58458.0,58458.0,58458.0,58458.0,58458.0,58458.0,58458.0,58458.0,58458.0,58458.0
MC0143,56.57,-74.69,58462.0,58456.0,58462.0,58462.0,58462.0,58462.0,58462.0,58456.0,58456.0,58456.0,58456.0,58456.0
MC0144,61.71,-74.69,58462.0,58462.0,58462.0,58462.0,58462.0,58462.0,58462.0,58462.0,58462.0,58462.0,58462.0,58462.0
MC0145,66.86,-74.69,58454.0,58454.0,58454.0,58454.0,58454.0,58454.0,58454.0,58454.0,58454.0,58454.0,58454.0,58454.0
MC0146,72.0,-74.69,58450.0,58450.0,58450.0,58450.0,58450.0,58450.0,58450.0,58450.0,58450.0,58450.0,58450.0,58450.0
MC0147,77.14,-74.69,58452.0,58452.0,58452.0,58452.0,58452.0,58452.0,58452.0,58452.0,58452.0,58452.0,58452.0,58452.0
MC0148,82.29,-74.69,58449.0,58449.0,58449.0,58449.0,58449.0,58449.0,58449.0,58449.0,58449.0,58449.0,58449.0,58449.0
MC0149,87.43,-74.69,58461.0,58461.0,58461.0,58461.0,58461.0,58461.0,58461.0,58461.0,58461.0,58461.0,58461.0,58461.0
MC0150,92.57,-74.69,57800.0,57800.0,57800.0,57800.0,57800.0,57800.0,57800.0,57800.0,57800.0,57800.0,57800.0,57800.0
SPLUS-d020,101.83,-9.9,59211.0,59211.0,59211.0,59211.0,59211.0,59211.0,59211.0,59211.0,59211.0,59211.0,59211.0,59211.0
SPLUS-d023,106.14,-9.9,58826.0,58826.0,58826.0,58826.0,58826.0,58826.0,58826.0,58826.0,58826.0,58826.0,58826.0,58826.0
SPLUS-d024,107.57,-9.9,58826.0,58826.0,58826.0,58826.0,58826.0,58826.0,58826.0,58826.0,58826.0,58826.0,58826.0,58826.0
SPLUS-d025,109.0,-9.9,58834.0,58834.0,58834.0,58834.0,58834.0,58834.0,58834.0,58834.0,58834.0,58834.0,58834.0,58834.0
SPLUS-d029,96.48,-11.31,59203.0,59203.0,59203.0,59203.0,59203.0,59203.0,59203.0,59203.0,59203.0,59203.0,59203.0,59203.0
SPLUS-d035,105.12,-11.31,58834.0,58834.0,58834.0,58834.0,58834.0,58834.0,58834.0,58834.0,58834.0,58834.0,58834.0,58834.0
SPLUS-d036,106.56,-11.31,58835.0,58835.0,58835.0,58835.0,58835.0,58835.0,58835.0,58835.0,58835.0,58835.0,58835.0,58835.0
SPLUS-d037,108.0,-11.31,58835.0,58835.0,58835.0,58835.0,58835.0,58835.0,58835.0,58835.0,58835.0,58835.0,58835.0,58835.0
SPLUS-d038,109.44,-11.31,58836.0,58836.0,58836.0,58836.0,58836.0,58836.0,58836.0,58836.0,58836.0,58836.0,58836.0,58836.0
SPLUS-d043,95.81,-12.72,59216.0,59216.0,59216.0,59216.0,59216.0,59216.0,59216.0,59216.0,59216.0,59216.0,59216.0,59216.0
SPLUS-d049,104.52,-12.72,59184.0,59184.0,59184.0,59184.0,59184.0,59184.0,59184.0,59184.0,59184.0,59184.0,59184.0,59184.0
SPLUS-d050,105.97,-12.72,58838.0,58838.0,58838.0,58838.0,58838.0,58838.0,58838.0,58838.0,58838.0,58838.0,58838.0,58838.0
SPLUS-d051,107.42,-12.72,58840.0,58840.0,58840.0,58840.0,58840.0,58840.0,58840.0,58840.0,58840.0,58840.0,58840.0,58840.0
SPLUS-d052,108.87,-12.72,58847.0,58847.0,58847.0,58847.0,58847.0,58847.0,58847.0,58847.0,58847.0,58847.0,58847.0,58847.0
SPLUS-d057,93.28,-14.12,58134.0,58134.0,58134.0,58134.0,58134.0,58134.0,58134.0,58134.0,58134.0,58134.0,58134.0,58134.0
SPLUS-d058,94.74,-14.12,58798.0,58798.0,58798.0,58798.0,58798.0,58798.0,58798.0,58798.0,58798.0,58798.0,58798.0,58798.0
SPLUS-d059,96.2,-14.12,59155.0,59155.0,59155.0,59155.0,59155.0,59155.0,59155.0,59155.0,59155.0,59155.0,59155.0,59155.0
SPLUS-d061,99.11,-14.12,59187.0,59187.0,59187.0,59187.0,59187.0,59187.0,59187.0,59187.0,59187.0,59187.0,59187.0,59187.0
SPLUS-d065,104.94,-14.12,59185.0,59185.0,59185.0,59185.0,59185.0,59185.0,59185.0,59185.0,59185.0,59185.0,59185.0,59185.0
SPLUS-d073,95.12,-15.52,58799.0,58799.0,58799.0,58799.0,58799.0,58799.0,58799.0,58799.0,58799.0,58799.0,58799.0,58799.0
SPLUS-d074,96.58,-15.52,58861.0,58861.0,58861.0,58861.0,58861.0,58861.0,58861.0,58861.0,58861.0,58861.0,58861.0,58861.0
SPLUS-d088,94.43,-16.93,58132.0,58132.0,58132.0,58132.0,58132.0,58132.0,58132.0,58132.0,58132.0,58132.0,58132.0,58132.0
SPLUS-d090,97.38,-16.93,58800.0,58800.0,58800.0,58800.0,58800.0,58800.0,58800.0,58800.0,58800.0,58800.0,58800.0,58800.0
SPLUS-d097,107.7,-16.93,59186.0,59186.0,59186.0,59186.0,59186.0,59186.0,59186.0,59186.0,59186.0,59186.0,59186.0,59186.0
SPLUS-d098,109.18,-16.93,59187.0,59187.0,59187.0,59187.0,59187.0,59187.0,59187.0,59187.0,59187.0,59187.0,59187.0,59187.0
SPLUS-d106,98.18,-18.33,59215.0,59215.0,59215.0,59215.0,59215.0,59215.0,59215.0,59215.0,59215.0,59215.0,59215.0,59215.0
SPLUS-d115,111.57,-18.33,59211.0,59211.0,59211.0,59211.0,59211.0,59211.0,59211.0,59211.0,59211.0,59211.0,59211.0,59211.0
SPLUS-d120,96.0,-19.72,58797.0,58797.0,58797.0,58797.0,58797.0,58797.0,58797.0,58797.0,58797.0,58797.0,58797.0,58797.0
SPLUS-d121,97.5,-19.72,58136.0,58136.0,58136.0,58136.0,58136.0,58136.0,58136.0,58136.0,58136.0,58136.0,58136.0,58136.0
SPLUS-d130,111.0,-19.72,59183.0,59183.0,59183.0,59183.0,59183.0,59183.0,59183.0,59183.0,59183.0,59183.0,59183.0,59183.0
SPLUS-d137,98.32,-21.12,58137.0,58137.0,58137.0,58137.0,58137.0,58137.0,58137.0,58137.0,58137.0,58137.0,58137.0,58137.0
SPLUS-d138,99.83,-21.12,58509.0,58509.0,58509.0,58509.0,58509.0,58509.0,58509.0,58509.0,58509.0,58509.0,58509.0,58509.0
SPLUS-d139,101.35,-21.12,58498.0,58498.0,58498.0,58498.0,58498.0,58498.0,58498.0,58498.0,58498.0,58498.0,58498.0,58498.0
SPLUS-d142,105.88,-21.12,58887.0,58887.0,58887.0,58887.0,58887.0,58887.0,58887.0,58887.0,58887.0,58887.0,58887.0,58887.0
SPLUS-d152,97.63,-22.52,58506.0,58506.0,58506.0,58506.0,58506.0,58506.0,58506.0,58506.0,58506.0,58506.0,58506.0,58506.0
SPLUS-d153,99.15,-22.52,58140.0,58140.0,58140.0,58140.0,58140.0,58140.0,58140.0,58140.0,58140.0,58140.0,58140.0,58140.0
SPLUS-d154,100.68,-22.52,58507.0,58507.0,58507.0,58507.0,58507.0,58507.0,58507.0,58507.0,58507.0,58507.0,58507.0,58507.0
SPLUS-d161,111.35,-22.52,58889.0,58889.0,58889.0,58889.0,58889.0,58889.0,58889.0,58889.0,58889.0,58889.0,58889.0,58889.0
SPLUS-d168,98.46,-23.91,58115.0,58115.0,58115.0,58115.0,58115.0,58115.0,58115.0,58115.0,58115.0,58115.0,58115.0,58115.0
SPLUS-d169,100.0,-23.91,58142.0,58142.0,58142.0,58142.0,58142.0,58142.0,58142.0,58142.0,58142.0,58142.0,58142.0,58142.0
SPLUS-d170,101.54,-23.91,58501.0,58501.0,58501.0,58501.0,58501.0,58501.0,58501.0,58501.0,58501.0,58501.0,58501.0,58501.0
SPLUS-d172,104.62,-23.91,59216.0,59216.0,59216.0,59216.0,59216.0,59216.0,59216.0,59216.0,59216.0,59216.0,59216.0,59216.0
SPLUS-d177,112.31,-23.91,59182.0,59182.0,59182.0,59182.0,59182.0,59182.0,59182.0,59182.0,59182.0,59182.0,59182.0,59182.0
SPLUS-d178,113.85,-23.91,59204.0,59204.0,59204.0,59204.0,59204.0,59204.0,59204.0,59204.0,59204.0,59204.0,59204.0,59204.0
SPLUS-d179,115.38,-23.91,59186.0,59186.0,59186.0,59186.0,59186.0,59186.0,59186.0,59186.0,59186.0,59186.0,59186.0,59186.0
SPLUS-d181,118.46,-23.91,59205.0,59205.0,59205.0,59205.0,59205.0,59205.0,59205.0,59205.0,59205.0,59205.0,59205.0,59205.0
